snapshot_utc,snapshot_park_datetime,snapshot_park_date,snapshot_timezone,park_id,park_name,land,ride_id,ride_name,is_open,wait_time_minutes,source_last_updated_utc,source_last_updated_park_datetime,source_url,normalized_ride_name,base_ride_name,canonical_attraction_id,canonical_attraction_name,canonical_category,canonical_match_source,access_mode,is_single_rider,is_likely_entertainment,source_age_minutes,observed_wait_time_minutes,quality_flags,training_eligibility
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,16254,Bluey’s Best Day Ever! at Fantasyland Theatre,TRUE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,bluey's best day ever at fantasyland theatre,Bluey’s Best Day Ever! at Fantasyland Theatre,disneyland-bluey-s-best-day-ever-at-fantasyland-theatre,Bluey’s Best Day Ever! at Fantasyland Theatre,attraction,auto_normalized,standby,FALSE,FALSE,5.1,0,open_zero,standby_wait_model
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,303,Casey Jr. Circus Train,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,casey jr circus train,Casey Jr. Circus Train,disneyland-casey-jr-circus-train,Casey Jr. Circus Train,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed|temporary_downtime,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,275,Dumbo the Flying Elephant,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,dumbo the flying elephant,Dumbo the Flying Elephant,disneyland-dumbo-the-flying-elephant,Dumbo the Flying Elephant,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,277,King Arthur Carrousel,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,king arthur carrousel,King Arthur Carrousel,disneyland-king-arthur-carrousel,King Arthur Carrousel,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed|possible_full_day_closed,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,278,Mad Tea Party,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,mad tea party,Mad Tea Party,disneyland-mad-tea-party,Mad Tea Party,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,279,Matterhorn Bobsleds,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,matterhorn bobsleds,Matterhorn Bobsleds,disneyland-matterhorn-bobsleds,Matterhorn Bobsleds,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed|temporary_downtime,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,6711,Meet Disney Princesses at Royal Hall,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,meet disney princesses at royal hall,Meet Disney Princesses at Royal Hall,disneyland-meet-disney-princesses-at-royal-hall,Meet Disney Princesses at Royal Hall,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed|temporary_downtime,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,280,Mr. Toad's Wild Ride,FALSE,0,2026-07-08T14:30:34.000Z,2026-07-08 07:30:34,https://queue-times.com/parks/16/queue_times.json,mr toad's wild ride,Mr. Toad's Wild Ride,disneyland-mr-toad-s-wild-ride,Mr. Toad's Wild Ride,attraction,auto_normalized,standby,FALSE,FALSE,0.1,,closed|temporary_downtime,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,281,Peter Pan's Flight,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,peter pan's flight,Peter Pan's Flight,disneyland-peter-pan-s-flight,Peter Pan's Flight,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed|temporary_downtime,status_model_only
2026-07-08T14:30:38.926Z,2026-07-08 07:30:38,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Fantasyland,282,Pinocchio's Daring Journey,FALSE,0,2026-07-08T14:25:33.000Z,2026-07-08 07:25:33,https://queue-times.com/parks/16/queue_times.json,pinocchio's daring journey,Pinocchio's Daring Journey,disneyland-pinocchio-s-daring-journey,Pinocchio's Daring Journey,attraction,auto_normalized,standby,FALSE,FALSE,5.1,,closed|temporary_downtime,status_model_only
